listno,email_num,sent_id,text
059-7186494,4,4.7,We would break out into small groups to create drafts and then gather as a whole group to review the drafts.
059-7186494,4,4.8,Jutta
059-7186494,4,4.9,> There have been a couple of possiblities raised:
059-7186494,4,4.10,"> Ottawa, 5 or 6 October (This depends on a number of other W3C timing issues)"
059-7186494,4,4.11,"> Nashville, mid october"
059-7186494,4,4.12,> How do people feel about either of these?
059-7186494,4,4.13,"> Are we ready for a meeting, overdue for one, nowhere near it?"
059-7186494,4,4.14,"> Are these good locations, or does someone have another proposal (offer of hosting...)"
059-7186494,4,4.15,>
059-7186494,4,4.16,> Charles
059-7186494,4,4.17,>
059-7186494,4,4.18,> --
059-7186494,4,4.19,> Charles McCathieNevile mailto:charles@w3.org phone: +61 (0) 409 134 136
059-7186494,4,4.20,> W3C Web Accessibility Initiative http://www.w3.org/WAI
059-7186494,4,4.21,"> Location: I-cubed, 110 Victoria Street, Carlton VIC 3053"
059-7186494,4,4.22,"> Postal: GPO Box 2476V, Melbourne 3001, Australia"
059-9045120,1,1.1,Don't know how long this meeting is going to take but with a joint meeting &quot;long&quot; seems more likely than &quot;short&quot;.
059-9045120,1,1.2,So just in case:
059-9045120,1,1.3,"I have another (phone) meeting coming up at 3:30 Boston time (1 hour after this one) so if we haven't finished by then, I'll have leave early."
059-9045120,1,1.4,Tried to move it but that was just not possible.
059-9045120,1,1.5,"Cheers,"
059-9045120,1,1.6,Marjolein
059-9045120,1,1.7,&gt; Normal time and place - phone +1.617.252.7000
059-9045120,1,1.8,"&gt; 2:30pm Boston time, 8:30pm France/Netherlands/Germany, 11:30am US West Coast..."
059-9045120,1,1.9,&gt; Joint meeting with ERT group.
059-9045120,1,1.10,&gt; Agenda topics:
059-9045120,1,1.11,&gt; + W3C plenary meeting (we may as well spend 10 minutes on this together since time is important for it).
059-9045120,1,1.12,&gt; + Moving AERT work to AU group
059-9045120,1,1.13,"&gt; - what does it mean for each group, how do we track it, resources for editing it?"
059-9045120,1,1.14,&gt; Please send regrets to the email lists.
059-9045120,1,1.15,&gt; cheers
059-9045120,1,1.16,&gt; Charles
059-9045120,1,1.17,&gt; --
059-9045120,1,1.18,&gt; Charles McCathieNevile mailto:charles@w3.org phone: +61 (0) 409 134 136
059-9045120,1,1.19,&gt; W3C Web Accessibility Initiative
059-9045120,1,1.20,&gt; http://www.w3.org/WAI
059-9045120,1,1.21,"&gt; Location: I-cubed, 110 Victoria Street, Carlton VIC 3053, Australia"
059-9045120,1,1.22,&gt; September - November 2000:
059-9045120,1,1.23,"&gt; W3C INRIA, 2004 Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex,"
059-9045120,1,1.24,&gt; France
059-9045120,2,2.1,"Hi all,"
059-9045120,2,2.2,"Sorry about the delay, but this is the Techniques draft that I said I would do at the face-to-face."
059-9045120,2,2.3,It is not done but you will get the idea.
059-9045120,2,2.4,Language specific things have generally been removed (to be put in the separate docs).
059-9045120,2,2.5,"Cheers,"
059-9045120,2,2.6,Jan
059-9045120,3,3.1,"Hi all,"
059-9045120,3,3.2,Sorry I forgot to attach the file.
059-9045120,3,3.3,"Cheers,"
059-9045120,3,3.4,Jan
059-9045120,3,3.5,text/html attachment: Techniques_for_Authoring_Tool_Accessibility_Guidelines_1_01.htm
059-9045120,4,4.1,"Jan,"
059-9045120,4,4.2,thanks for this
059-9045120,4,4.3,- it's a good piece of work.
059-9045120,4,4.4,How about we have the following categories:
059-9045120,4,4.5,+ Things you need to do to meet the checkpoint (these can be fairly general)
059-9045120,4,4.6,+ Techniques to do this (which should say how much of it they do)
059-9045120,4,4.7,+ Things which are good to do although they go beyond the requirements of the checkpoint.
059-9045120,4,4.8,+ References
059-9045120,4,4.9,These probably need to be sorted (where applicable) by tool type and priority.
059-9045120,4,4.10,"For example to meet checkpoint 1.1 in a level-A tool, all that needs to be done is to provide source editing (and meet checkpoint 1.2 Preserve all accessibiltiy information, which can be done by not messing up the source)."
059-9045120,4,4.11,"But for a WYSIWYG tool this will not conform to 5.1 and 5.2, so the tool cannot get to double-A."
059-9045120,4,4.12,A source editing tool can use this technique to any level.
059-9045120,4,4.13,Cheers
059-9045120,4,4.14,Charles
059-9045120,4,4.15,"&gt; Hi all,"
059-9045120,4,4.16,&gt; Sorry I forgot to attach the file.
059-9045120,4,4.17,"&gt; Cheers,"
059-9045120,4,4.18,&gt; Jan
059-9045120,4,4.19,--
059-9045120,4,4.20,Charles McCathieNevile mailto:charles@w3.org phone: +61 (0) 409 134 136
059-9045120,4,4.21,W3C Web Accessibility Initiative http://www.w3.org/WAI
059-9045120,4,4.22,"Location: I-cubed, 110 Victoria Street, Carlton VIC 3053, Australia"
059-9045120,4,4.23,September - November 2000:
059-9045120,4,4.24,"W3C INRIA, 2004 Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France"
059-9045120,5,5.1,I agree.
059-9045120,5,5.2,I'd really like to work on emphasizing cross-over situations in which doing one thing contributes to meeting several guidelines.
059-9045120,5,5.3,In the end this could be pulled out into a separate list of techniques that need to be implemented as opposed to checkpoints that need to be met.
059-9045120,5,5.4,- Jan
059-9045120,5,5.5,&gt; How about we have the following categories:
059-9045120,5,5.6,&gt; + Things you need to do to meet the checkpoint (these can be fairly general)
059-9045120,5,5.7,&gt; + Techniques to do this (which should say how much of it they do)
059-9045120,5,5.8,&gt; + Things which are good to do although they go beyond the requirements of the checkpoint.
059-9045120,5,5.9,&gt; + References
059-9045120,5,5.10,&gt; These probably need to be sorted (where applicable) by tool type and priority.
059-9045120,5,5.11,"&gt; For example to meet checkpoint 1.1 in a level-A tool, all that needs to be done is to provide source editing (and meet checkpoint 1.2 Preserve all accessibiltiy information, which can be done by not messing up the source)."
059-9045120,5,5.12,"&gt; But for a WYSIWYG tool this will not conform to 5.1 and 5.2, so the tool cannot get to double-A."
059-9045120,5,5.13,&gt; A source editing tool can use this technique to any level.
059-9045120,5,5.14,&gt; Cheers
059-9045120,5,5.15,&gt; Charles
059-9045120,5,5.16,"&gt;&gt; Hi all,"
059-9045120,5,5.17,&gt;&gt; Sorry I forgot to attach the file.
059-9045120,5,5.18,"&gt;&gt; Cheers,"
059-9045120,5,5.19,&gt;&gt; Jan
059-9045120,5,5.20,&gt;&gt; --
059-9045120,5,5.21,&gt; Charles McCathieNevile mailto:charles@w3.org phone: +61 (0) 409 134 136
059-9045120,5,5.22,&gt; W3C Web Accessibility Initiative http://www.w3.org/WAI
059-9045120,5,5.23,"&gt; Location: I-cubed, 110 Victoria Street, Carlton VIC 3053, Australia"
059-9045120,5,5.24,&gt; September - November 2000:
059-9045120,5,5.25,"&gt; W3C INRIA, 2004 Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France"
060-0021651,1,1.1,Liddy has been admirably getting up at 2am on a regular basis to join our call.
060-0021651,1,1.2,I don't think we should continue to ask her to do that.
060-0021651,1,1.3,I would like to find an alternative time that works for everyone that regularly attends the teleconference.
060-0021651,1,1.4,"This needs to take into account European time, Australian time and both east and west coast North American time."
060-0021651,1,1.5,"How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,1,1.6,This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,1,1.7,Or does anyone have an alternative suggestion?
060-0021651,1,1.8,Jutta
060-0021651,2,2.1,"According to the International Meeting Planner, Jutta's suggestion of 4pm EST is pretty good"
060-0021651,2,2.2,- although it is actually 10pm in Europe.
060-0021651,2,2.3,3pm EST would be 5am in Australia and 9pm in Europe.
060-0021651,2,2.4,http://www.timeanddate.com/worldclock/meetingtime.html?day=6&amp;amp;month=6&amp;amp;year=2002&amp;amp;p1=250&amp;amp;p2=152&amp;amp;p3=195&amp;amp;p4=234
060-0021651,2,2.5,- Jan
060-0021651,2,2.6,"&gt; How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,2,2.7,&gt; This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,2,2.8,&gt; Or does anyone have an alternative suggestion?
060-0021651,3,3.1,Thank you
060-0021651,3,3.2,- I do appreciate this gesture.
060-0021651,3,3.3,"&gt; How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,3,3.4,&gt; This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,3,3.5,&gt; Or does anyone have an alternative suggestion?
060-0021651,3,3.6,"I believe 4.00pm on Tuesday would clash with the IMS meetings, if they continue at that time..."
060-0021651,3,3.7,Liddy
060-0021651,4,4.1,"Hi Jutta,"
060-0021651,4,4.2,The same issue arose a few weeks ago in the PF group.
060-0021651,4,4.3,It is very difficult to find a common time that works for every time zone.
060-0021651,4,4.4,"10pm Central European Time means I can make some of the calls, but not all of them, but I understand the change."
060-0021651,4,4.5,"regards,"
060-0021651,4,4.6,carlos
060-0021651,4,4.7,&gt; Liddy has been admirably getting up at 2am on a regular basis to join our call.
060-0021651,4,4.8,&gt; I don't think we should continue to ask her to do that.
060-0021651,4,4.9,&gt; I would like to find an alternative time that works for everyone that regularly attends the teleconference.
060-0021651,4,4.10,"&gt; This needs to take into account European time, Australian time and both east and west coast North American time."
060-0021651,4,4.11,"&gt; How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,4,4.12,&gt; This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,4,4.13,&gt; Or does anyone have an alternative suggestion?
060-0021651,4,4.14,--
060-0021651,4,4.15,Dr Carlos A Velasco
060-0021651,4,4.16,mailto:velasco@fit.fraunhofer.de http://access.fit.fraunhofer.de/
060-0021651,4,4.17,Fraunhofer-Institut f?r Angewandte Informationstechnik (FIT.HEB)
060-0021651,4,4.18,[Fraunhofer Institute for Applied Information Technology (FIT.HEB)]
060-0021651,4,4.19,"Schloss Birlinghoven, D53757 Sankt Augustin (Germany)"
060-0021651,4,4.20,Tel: +49-2241-142609/319272 Fax: +49-2241-142065
060-0021651,5,5.1,"I hesitate to speak for Heather, but in her absence, the time is do-able here in Pacific time;"
060-0021651,5,5.2,"however, at glancing at her schedule she may have conflicts with this time, at least on Mondays/Wednesdays"
060-0021651,5,5.3,--Tuesdays look like a 30 minute conflict (at the last 1/2 hour).
060-0021651,5,5.4,I don't know if these are times that she can adjust or not.
060-0021651,5,5.5,She'll be back and able to speak for her own schedule next week.
060-0021651,5,5.6,When did you need to make a firm decision?
060-0021651,5,5.7,Thanks!
060-0021651,5,5.8,Lou Nell Gerard
060-0021651,5,5.9,FrontPage Program Manager
060-0021651,5,5.10,&gt; Liddy has been admirably getting up at 2am on a regular basis to join our call.
060-0021651,5,5.11,&gt; I don't think we should continue to ask her to do that.
060-0021651,5,5.12,&gt; I would like to find an alternative time that works for everyone that regularly attends the teleconference.
060-0021651,5,5.13,"&gt; This needs to take into account European time, Australian time and both east and west coast North American time."
060-0021651,5,5.14,"&gt; How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,5,5.15,&gt; This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,5,5.16,&gt; Or does anyone have an alternative suggestion?
060-0021651,5,5.17,&gt; Jutta
060-0021651,6,6.1,does it help to have different times?
060-0021651,6,6.2,I will be in Europe for a few weeks soon and so we could have meeting times that suit the meetings
060-0021651,6,6.3,- boring but maybe better for actual events?
060-0021651,6,6.4,Liddy
060-0021651,7,7.1,"I'm comfortable with whatever time is set and will remain flexible, even if it's 5:00am PDT."
060-0021651,7,7.2,Doug
060-0021651,7,7.3,&gt; Liddy has been admirably getting up at 2am on a regular basis to join our call.
060-0021651,7,7.4,&gt; I don't think we should continue to ask her to do that.
060-0021651,7,7.5,&gt; I would like to find an alternative time that works for everyone that regularly attends the teleconference.
060-0021651,7,7.6,"&gt; This needs to take into account European time, Australian time and both east and west coast North American time."
060-0021651,7,7.7,"&gt; How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,7,7.8,&gt; This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,7,7.9,&gt; Or does anyone have an alternative suggestion?
060-0021651,7,7.10,&gt; Jutta
060-0021651,8,8.1,"Monday, Tuesday, or Wednesday at 4:00 pm EST would work for me but Tuesday or Wednesday would be better."
060-0021651,8,8.2,"Fyi, I'm back but Lou Nell is going to sit in on the next call for me --"
060-0021651,8,8.3,It's still Monday at 12:00 EST right?
060-0021651,8,8.4,Heather
060-0021651,8,8.5,P.S. this e-mail was written using voice dictation technology so please excuse any &quot;voice mistakes&quot;
060-0021651,8,8.6,&gt; Liddy has been admirably getting up at 2am on a regular basis to join our call.
060-0021651,8,8.7,&gt; I don't think we should continue to ask her to do that.
060-0021651,8,8.8,&gt; I would like to find an alternative time that works for everyone that regularly attends the teleconference.
060-0021651,8,8.9,"&gt; This needs to take into account European time, Australian time and both east and west coast North American time."
060-0021651,8,8.10,"&gt; How is everyone with 4:00pm EDT on Monday, Tuesday or Wednesday?"
060-0021651,8,8.11,&gt; This would make it 6:00am in Australia and 9:00 pm in Europe.
060-0021651,8,8.12,&gt; Or does anyone have an alternative suggestion?
060-0021651,8,8.13,&gt; Jutta
060-4302525,1,1.1,We had discussed the possibility of a meeting together with the ATIA conference http://www.atia.org/conf_2004.html.
060-4302525,1,1.2,ATIA is quite firm that they do not want any meetings to overlap with their events if we plan it through them.
060-4302525,1,1.3,I already have an IMS meeting scheduled for Saturday afternoon and Sunday (January 17th and 18th).
060-4302525,1,1.4,Several people in ATAG are unavailable prior to the ATIA meetings.
060-4302525,1,1.5,"This leaves two options, to plan our meetings in Orlando but not through ATIA or to hold the meetings on Monday the 19th and Tuesday the 20th."
060-4302525,1,1.6,Monday is Martin Luther King day.
060-4302525,1,1.7,What are your thoughts?
060-4302525,1,1.8,Can you suggest another venue and possible sponsor?
060-4302525,1,1.9,I am pursuing one other possibility but would like to hear back from the possible sponsor before I suggest it.
060-4302525,1,1.10,Thanks for your input.
060-4302525,1,1.11,Jutta
060-4302525,1,1.12,--
060-4302525,2,2.1,I thought the IMS meeting was 16/17 ???
060-4302525,2,2.2,MLK Day is never better than in Savannah!
060-4302525,2,2.3,maybe we could go there?
060-4302525,2,2.4,"I personally don't want to spend my life in Orlando, thank you!"
060-4302525,2,2.5,I have to be in NY on the 23rd and then plan to go home.
060-4302525,2,2.6,"I am not essential to this meeting, but there are my constraints."
060-4302525,2,2.7,Liddy
060-4302525,3,3.1,Any time or venue should be fine with me.
060-4302525,3,3.2,"Thanks, Tim Boland NIST"
060-4302525,3,3.3,&gt; We had discussed the possibility of a meeting together with the ATIA conference http://www.atia.org/conf_2004.html.
060-4302525,3,3.4,&gt; ATIA is quite firm that they do not want any meetings to overlap with their events if we plan it through them.
060-4302525,3,3.5,&gt; I already have an IMS meeting scheduled for Saturday afternoon and Sunday (January 17th and 18th).
060-4302525,3,3.6,&gt; Several people in ATAG are unavailable prior to the ATIA meetings.
060-4302525,3,3.7,"&gt; This leaves two options, to plan our meetings in Orlando but not through ATIA or to hold the meetings on Monday the 19th and Tuesday the 20th."
060-4302525,3,3.8,&gt; Monday is Martin Luther King day.
060-4302525,3,3.9,&gt; What are your thoughts?
060-4302525,3,3.10,&gt; Can you suggest another venue and possible sponsor?
060-4302525,3,3.11,&gt; I am pursuing one other possibility but would like to hear back from the possible sponsor before I suggest it.
060-4302525,3,3.12,&gt; Thanks for your input.
060-4302525,3,3.13,&gt; Jutta
060-4302525,4,4.1,"For 2004, when u prefer (best in may-july) we can host in Venice the F2F."
060-4302525,4,4.2,Matt May and Charles can confirm the good place for conference and holiday :)
060-4302525,4,4.3,Roberto Scano
060-4302525,4,4.4,IWA/HWG EMEA Coordinator
060-4302525,4,4.5,W3C Advisory Commitee Representative for IWA/HWG
060-4302525,4,4.6,International Webmasters Association / HTML Writers Guild
060-4302525,4,4.7,http://www.iwanet.org - http://www.hwg.org
060-4302525,4,4.8,E-Mail: emea@iwanet.org - w3c-rep@iwanet.org
060-4302525,4,4.9,--------------------------------------------------------------------
060-4302525,5,5.1,"I have never had a holiday in Venice, although I would like to."
060-4302525,5,5.2,"But I can confirm that it is a nice place to have a meeting, and could probably attend (it is not that hard to get to from Europe)."
060-4302525,5,5.3,cheers
060-4302525,5,5.4,Chaals
060-4302525,5,5.5,"&gt; For 2004, when u prefer (best in may-july) we can host in Venice the F2F."
060-4302525,5,5.6,&gt; Matt May and Charles can confirm the good place for conference and holiday :)
060-4302525,5,5.7,&gt; Roberto Scano
060-4302525,5,5.8,&gt; IWA/HWG EMEA Coordinator
060-4302525,5,5.9,&gt; W3C Advisory Commitee Representative for IWA/HWG
060-4302525,5,5.10,&gt; International Webmasters Association / HTML Writers Guild
060-4302525,5,5.11,&gt; http://www.iwanet.org - http://www.hwg.org
060-4302525,5,5.12,&gt; E-Mail: emea@iwanet.org - w3c-rep@iwanet.org
060-4302525,5,5.13,Charles McCathieNevile http://www.w3.org/People/Charles tel: +61 409 134 136
060-4302525,5,5.14,SWAD-E http://www.w3.org/2001/sw/Europe fax(france): +33 4 92 38 78 22
060-4302525,5,5.15,"Post: 21 Mitchell street, FOOTSCRAY Vic 3011, Australia or"
060-4302525,5,5.16,"W3C, 2004 Route des Lucioles, 06902 Sophia Antipolis Cedex, France"
060-4302525,6,6.1,Voglio andare a venezia!
060-4302525,6,6.2,oops
060-4302525,6,6.3,"- one should not show such enthusiasm, I suspect!"
060-4302525,6,6.4,"Could we be careful to make the dates so that those of us who do come a long way can make it, please!"
060-4302525,6,6.5,Liddy
060-4302525,7,7.1,"If we can plan, what about planning the year, Australia included?"
060-4302525,7,7.2,best time for us is anytime
060-4302525,7,7.3,- maybe northern winter from others' perspectives?
060-4302525,7,7.4,Liddy
060-4302525,8,8.1,Planning meetings a year in advance (at least tentatively) is a good idea.
060-4302525,8,8.2,I will add this to the agenda for the next call.
060-4302525,8,8.3,Jutta
060-4302525,8,8.4,&gt; Voglio andare a venezia!
060-4302525,8,8.5,&gt; oops
060-4302525,8,8.6,"&gt; - one should not show such enthusiasm, I suspect!"
060-4302525,8,8.7,"&gt; Could we be careful to make the dates so that those of us who do come a long way can make it, please!"
060-4302525,8,8.8,&gt; Liddy
060-4302525,8,8.9,--
061-10140940,1,1.1,"Hello Education and Outreach Colleagues,"
061-10140940,1,1.2,I was talking to a friend today -- an amateur web developer and professional disability rights advocate -- who complained that the W3C guidelines are overly technical for her needs.
061-10140940,1,1.3,She wants a plain language version of the guidelines.
061-10140940,1,1.4,"As she is fairly technologically savvy, she expressed frustration at having to work so hard to understand what must be done to make accessible web pages."
061-10140940,1,1.5,"To illustrate her point, she read me the Quick Tip card description of Image map."
061-10140940,1,1.6,"I agree with her, the tone is definitely geeky."
061-10140940,1,1.7,But not everyone who develops web pages speaks the language of client-side servers and hotspots.
061-10140940,1,1.8,I would guess that most people who develop web pages are amateurs (in the original sense of the word: from amore or amour: an activity done out of love.)
061-10140940,1,1.9,Will these people freeze when they read &quot;make line by line reading sensible?&quot; or &quot;Use CSS?&quot;
061-10140940,1,1.10,How about we create a &quot;user-friendly&quot; version of the Web Content guidelines?
061-10140940,1,1.11,Maybe a primer.
061-10140940,1,1.12,Alan
061-10140940,2,2.1,you are not the first to ask about this...
061-10140940,2,2.2,this si a part of obtaining buy-in from the user community so implementation will go easier.
061-10140940,2,2.3,"Remember my comments from toronto last year, &quot;create a wcag for dummies&quot; version...."
061-10140940,2,2.4,"hey, are there going to be EO, WAI and WCAG meetings at the www9?"
061-10140940,2,2.5,/rob
061-10140940,2,2.6,"&gt; Hello Education and Outreach Colleagues,"
061-10140940,2,2.7,&gt; I was talking to a friend today -- an amateur web developer and professional disability rights advocate -- who complained that the W3C guidelines are overly technical for her needs.
061-10140940,2,2.8,&gt; She wants a plain language version of the guidelines.
061-10140940,2,2.9,"&gt; As she is fairly technologically savvy, she expressed frustration at having to work so hard to understand what must be done to make accessible web pages."
061-10140940,2,2.10,"&gt; To illustrate her point, she read me the Quick Tip card description of Image map."
061-10140940,2,2.11,"&gt; I agree with her, the tone is definitely geeky."
061-10140940,2,2.12,&gt; But not everyone who develops web pages speaks the language of client-side servers and hotspots.
061-10140940,2,2.13,&gt; I would guess that most people who develop web pages are amateurs (in the original sense of the word: from amore or amour: an activity done out of love.)
061-10140940,2,2.14,&gt; Will these people freeze when they read &quot;make line by line reading sensible?&quot; or &quot;Use CSS?&quot;
061-10140940,2,2.15,&gt; How about we create a &quot;user-friendly&quot; version of the Web Content guidelines?
061-10140940,2,2.16,&gt; Maybe a primer.
061-10140940,2,2.17,&gt; Alan
061-10140940,3,3.1,&gt; How about we create a &quot;user-friendly&quot; version of the Web Content guidelines?
061-10140940,3,3.2,&gt; Maybe a primer.
061-10140940,3,3.3,WL: Great idea.
061-10140940,3,3.4,Would you take that as an action item?
061-10140940,3,3.5,--
061-10140940,3,3.6,Love.
061-10140940,3,3.7,ACCESSIBILITY IS RIGHT - NOT PRIVILEGE
061-10140940,3,3.8,http://dicomp.pair.com
061-10140940,4,4.1,What about the WCAG Curriculum?
061-10140940,4,4.2,Particularly the Example Set of the WCAG Curriculum?
061-10140940,4,4.3,Curriculum: http://www.starlingweb.com/wai/wcag/
061-10140940,4,4.4,Example set: http://www.starlingweb.com/wai/wcag/sam1-0.htm
061-10140940,4,4.5,Please note that the curriculum will be moving to W3C space in the next week or so.
061-10140940,4,4.6,Don't bookmark pages in the above site as they will soon be invalid.
061-10140940,4,4.7,"Once the curriculum is in the W3C space, WAI EO will likely start promoting it more heavily."
061-10140940,4,4.8,"Regards,"
061-10140940,4,4.9,Chuck
061-10140940,4,4.10,"&gt; Hello Education and Outreach Colleagues,"
061-10140940,4,4.11,&gt; I was talking to a friend today -- an amateur web developer and professional disability rights advocate -- who complained that the W3C guidelines are overly technical for her needs.
061-10140940,4,4.12,&gt; She wants a plain language version of the guidelines.
061-10140940,4,4.13,"&gt; As she is fairly technologically savvy, she expressed frustration at having to work so hard to understand what must be done to make accessible web pages."
061-10140940,4,4.14,"&gt; To illustrate her point, she read me the Quick Tip card description of Image map."
061-10140940,4,4.15,"&gt; I agree with her, the tone is definitely geeky."
061-10140940,4,4.16,&gt; But not everyone who develops web pages speaks the language of client-side servers and hotspots.
061-10140940,4,4.17,&gt; I would guess that most people who develop web pages are amateurs (in the original sense of the word: from amore or amour: an activity done out of love.)
061-10140940,4,4.18,&gt; Will these people freeze when they read &quot;make line by line reading sensible?&quot; or &quot;Use CSS?&quot;
061-10140940,4,4.19,&gt; How about we create a &quot;user-friendly&quot; version of the Web Content guidelines?
061-10140940,4,4.20,&gt; Maybe a primer.
061-10140940,4,4.21,&gt; Alan
061-10140940,4,4.22,----
061-10140940,4,4.23,Starling Access Services
061-10140940,4,4.24,&quot;Access A World Of Possibility&quot;
061-10140940,4,4.25,e-mail: info@starlingweb.com
061-10140940,4,4.26,URL: http://www.starlingweb.com
061-10140940,4,4.27,Phone: 613-820-2272 FAX: 613-820-6983
061-10140940,5,5.1,Please take a look at www.peepo.com/access for a first small attempt at this.
061-10140940,5,5.2,"If you are prepared to create something else, please try to use good examples rather than text."
061-10140940,5,5.3,(as in QED) and post the URI so we can take a look.
061-10140940,5,5.4,jay@peepo.com
061-10140940,5,5.5,Jonathan Chetwynd
061-10140940,5,5.6,Special needs teacher / web accessibility consultant
061-10140940,5,5.7,&gt;&gt; How about we create a &quot;user-friendly&quot; version of the Web Content guidelines?
061-10140940,5,5.8,&gt;&gt; Maybe a primer.
061-10140940,5,5.9,&gt; WL: Great idea.
061-10140940,5,5.10,&gt; Would you take that as an action item?
061-10140940,5,5.11,&gt; --
061-10140940,5,5.12,&gt; Love.
061-10140940,5,5.13,&gt; ACCESSIBILITY IS RIGHT - NOT PRIVILEGE
061-10140940,5,5.14,&gt; http://dicomp.pair.com
061-10140940,6,6.1,Got a &quot;could not connect to remote server&quot; from both links at http://www.peepo.com/access
061-10140940,6,6.2,- Judy
061-10140940,6,6.3,&gt; Please take a look at www.peepo.com/access for a first small attempt at this.
061-10140940,6,6.4,"&gt; If you are prepared to create something else, please try to use good examples rather than text."
061-10140940,6,6.5,&gt; (as in QED) and post the URI so we can take a look.
061-10140940,6,6.6,&gt; jay@peepo.com
061-10140940,6,6.7,&gt; Jonathan Chetwynd
061-10140940,6,6.8,&gt; Special needs teacher / web accessibility consultant
061-10140940,6,6.9,&gt;&gt;&gt; How about we create a &quot;user-friendly&quot; version of the Web Content guidelines?
061-10140940,6,6.10,&gt;&gt;&gt; Maybe a primer.
061-10140940,6,6.11,&gt;&gt; WL: Great idea.
061-10140940,6,6.12,&gt;&gt; Would you take that as an action item?
061-10140940,6,6.13,&gt;&gt; --
061-10140940,6,6.14,&gt;&gt; Love.
061-10140940,6,6.15,&gt;&gt; ACCESSIBILITY IS RIGHT - NOT PRIVILEGE
061-10140940,6,6.16,&gt;&gt; http://dicomp.pair.com
061-10140940,6,6.17,--
061-10140940,6,6.18,Judy Brewer jbrewer@w3.org +1.617.258.9741 http://www.w3.org/WAI
061-10140940,6,6.19,"Director, Web Accessibility Initiative (WAI) International Program Office"
061-10140940,6,6.20,World Wide Web Consortium (W3C)
061-10140940,6,6.21,"MIT/LCS Room NE43-355, 545 Technology Square, Cambridge, MA, 02139, USA"
063-1009111,1,1.1,Welcome to the Web Accessibility Initiative Evaluation and Repair (WAI-ER-IG) Interest Group (not to be confused with the overall WAI Interest Group (WAI-IG).
063-1009111,1,1.2,"As you know from the charter, http://www.w3.org/WAI/ER/IG/ we'll be advising the ER Working group on tools for evaluating, repairing, and filtering web sites (some people will be members of both groups)."
063-1009111,1,1.3,"In addition to our own knowledge and experience, we'll rely on input from from novice and expert users with disabilities, web authors and administrators, ISP's, content owners, and vendors"
063-1009111,1,1.4,--some of whom will be ourselves.
063-1009111,1,1.5,"To start out, would you each say a few words about yourself and your involvement in this area?"
063-1009111,1,1.6,I attached my own description below.
063-1009111,1,1.7,Len
063-1009111,1,1.8,Here's my own intro:
063-1009111,1,1.9,Hello.
063-1009111,1,1.10,I'm Len Kasday.
063-1009111,1,1.11,"I had some opportunity to work on universal design while I was at AT&amp;amp;T Bell Labs, e.g. designing the workstations at our Relay centers to accommodate communications assistants who are sighted, who use Braille, and who use a large screen and magnification."
063-1009111,1,1.12,I'm now at the Institute on Disabilities at Temple University in Philadelphia.
063-1009111,1,1.13,"Also, I'm chair of this group."
063-1009111,1,1.14,(When you write about yourself please feel free to be a lot longer or shorter than I was.
063-1009111,1,1.15,"Also, if your official job, i.e. your &quot;day&quot; job, isn't disability related, please mention it if you'd like to."
063-1009111,1,1.16,It can be very helpful to get a different perspective).
063-1009111,1,1.17,-------
063-1009111,1,1.18,Leonard R. Kasday
063-1009111,1,1.19,Institute on Disabilities at Temple University
063-1009111,1,1.20,kasday@acm.org
063-1009111,1,1.21,telephone (215} 204 2247
063-1009111,1,1.22,"Chair, Web Accessibility Inititative Evaluation and Repair Interest Group"
063-1009111,1,1.23,http://www.w3.org/WAI/ER/
063-1009111,2,2.1,"&gt; To start out, would you each say a few words about yourself and your involvement in this area?"
063-1009111,2,2.2,&gt; I attached my own description below.
063-1009111,2,2.3,"My name is Daniel Dardailler and I work for W3C, acting as overall WAI Project Manager and also chair of the Evaluation&amp;amp;Repair working group (Len is chairing the Interest Group)."
063-1009111,2,2.4,"My involvement in Accessibility goes back to 1993 or so, when I started working on X Window Access."
063-1009111,2,2.5,I started at W3C in 1996 and helped starting and launching the WAI in 1997.
063-1009111,2,2.6,I think the work we're about to do in these two complementary ER groups is paramount to the success of the WAI.
063-1009111,2,2.7,"Furthermore, I expect the ER IG to be instrumental in defining and refining the exact deliverables of the WG group."
063-1009111,3,3.1,"Hi, I'm Al Gilman."
063-1009111,3,3.2,"When I joined the dev-access list I said &quot;I'm a standards reformer, and I have an agenda.&quot;"
063-1009111,3,3.3,"Maybe that was a little in-your-face, and then maybe I am."
